overture_building_or_part_id,overture_parent_building_id,centroid_lon,centroid_lat,height,base_height,height_above_ground
10e3c53c-ea18-4603-84a6-9a886bcd9b5d,N/A,2.293960900000567,48.85881110000029,17.5,0.0,17.5
7b1c854a-b6bd-4158-ab2c-3e34f0db54ad,N/A,2.2927180000081324,48.85743435000081,17.5,0.0,17.5
e43bb4d6-4362-4edd-9049-0e530682873e,N/A,2.29268632799332,48.85678759305641,21.0,0.0,21.0
1d3205d6-6f16-4534-a963-cec6c01fbe40,N/A,2.2932318174529995,48.857200347495706,17.5,0.0,17.5
8995471a-5d80-41f8-be5f-4274429a4033,N/A,2.2936232998857875,48.85867840003202,21.0,0.0,21.0
85c50c2a-c3fb-4fad-ab38-c067ba9b80da,N/A,2.294238208578786,48.8575588746752,14.0,0.0,14.0
baa55d97-39ab-4b86-bad3-cde784e1c9e6,N/A,2.2941224157303024,48.8572801090867,17.5,0.0,17.5
dc93cdf3-c710-4ef5-a7ce-ec12764c1832,N/A,2.293962229623672,48.857362867456,14.0,0.0,14.0
447b2b61-12a4-4f53-af4f-e18d2e11025a,N/A,2.292709744184851,48.8567834040933,17.5,0.0,17.5
ef9215d0-643b-4b20-9487-af946a922f01,N/A,2.294392381283662,48.857450431628905,17.5,0.0,17.5
ad55bd0d-b314-4807-af20-f9e14e221ed3,N/A,2.2944093337170033,48.857757865214346,21.0,0.0,21.0
ac97c731-c60e-4f14-b0a6-fba5811efc5a,N/A,2.296699643471479,48.85783922855818,21.0,0.0,21.0
488b555e-ec29-4f65-ba9c-a49967ab340f,N/A,2.2946711704235083,48.85938076658227,14.0,0.0,14.0
bf3c6327-07ef-4922-a98a-99dbe5dbc001,N/A,2.292613664510117,48.85696546309902,28.0,0.0,28.0
52f72d16-89da-497f-8f42-c29105d95159,N/A,2.292644868391398,48.85682446164949,28.0,0.0,28.0
fdf7de72-621e-4151-b750-c1734dc0cf90,N/A,2.2935501727317593,48.85735361492146,3.5,0.0,3.5
d299e08c-c08d-44b3-8714-7782a7790552,N/A,2.294105977451109,48.8566124940497,17.5,0.0,17.5
2775fbe5-751d-4f7a-8f10-44e7f41b234f,N/A,2.2930919943390324,48.85663010000674,28.0,0.0,28.0
2f23333e-1823-4788-8d1e-160eb8bbcf4a,N/A,2.292866149458195,48.8566833510578,28.0,0.0,28.0
ae0e5a12-2c17-4e67-b5db-35b8dbeac0a1,N/A,2.292766457204609,48.85674599212219,28.0,0.0,28.0
a4bb59d6-fe60-42e9-b994-7005b322a52d,N/A,2.294750075352119,48.856917136895305,3.5,0.0,3.5
79d25a42-2ca5-45f3-a9ad-239c873ad232,N/A,2.296617901603116,48.85953271812592,31.5,0.0,31.5
3e7acf3d-ed8b-449a-94ba-0e8911d65226,N/A,2.2968754971909715,48.85936558196226,28.0,0.0,28.0
a21be82d-fc5b-485e-bc70-076a88f9e7ba,N/A,2.294187876802645,48.858725632393195,3.0,0.0,3.0
afb93bdb-de2a-47d0-9035-0dddd737d103,N/A,2.2926674622717806,48.85903360200837,24.260114669799805,0.0,24.260114669799805
597a7319-c749-40d1-ac61-9037b4c139bb,N/A,2.2934212774826337,48.85702440799149,3.2348389625549316,0.0,3.2348389625549316
27824100-26c4-43a1-9f99-efdec477f1d7,N/A,2.2941641690628036,48.85740212333746,6.330639362335205,0.0,6.330639362335205
6d822376-6793-4ace-a17c-de29855078c0,N/A,2.2947444499874354,48.85776990000624,16.6743221282959,0.0,16.6743221282959
0da73241-040e-4650-916b-e48a9402fda1,N/A,2.2948089330689374,48.85912835435013,5.071329593658447,0.0,5.071329593658447
abb8f0b3-6384-347b-be9e-d35c5be51e03,930b868b-1163-4f10-b7ee-d3e3bf82bf7a,2.2949111343637005,48.85799918638101,57.63,4.0,61.63
f11f4c18-efbc-3bb4-9ec6-4e3b65b8847b,930b868b-1163-4f10-b7ee-d3e3bf82bf7a,2.2945153134631626,48.85763223246103,4.0,0.0,4.0
674fdf9f-53b6-39ec-bea8-ab0cc00a9a78,930b868b-1163-4f10-b7ee-d3e3bf82bf7a,2.294728269358955,48.85811488892621,115.73,57.63,173.36
d10ecace-190f-37ea-93bd-c962331ecffc,930b868b-1163-4f10-b7ee-d3e3bf82bf7a,2.294379463451895,48.85818086484241,276.13,0.0,276.13
f7adeda2-1dd1-34ce-b2ce-1fe40a09d310,930b868b-1163-4f10-b7ee-d3e3bf82bf7a,2.294494898874749,48.858264332379875,300.0,0.0,300.0
d9021084-4736-3b5a-9f25-6b4766866f64,930b868b-1163-4f10-b7ee-d3e3bf82bf7a,2.294541324442384,48.85823407108273,60.63,57.63,118.26
bf11f1af-b86e-3406-8ed5-7a4a41c8eacd,930b868b-1163-4f10-b7ee-d3e3bf82bf7a,2.2945016749934743,48.85826109999596,330.0,0.0,330.0
45aeadfe-2bb3-35e8-8804-e97192883993,930b868b-1163-4f10-b7ee-d3e3bf82bf7a,2.2944965836663354,48.858257699006735,120.0,115.7,235.7
289428c8-6a86-33d1-958c-c3f976c98555,930b868b-1163-4f10-b7ee-d3e3bf82bf7a,2.294375570479697,48.8583392353755,276.13,0.0,276.13
77c2862c-9859-3840-9c8d-829107f71597,930b868b-1163-4f10-b7ee-d3e3bf82bf7a,2.2943374693003395,48.85882615313086,3.0,0.0,3.0
f10d153e-79de-34d4-af43-d5f60e220c4c,930b868b-1163-4f10-b7ee-d3e3bf82bf7a,2.294396984981959,48.8587887967138,3.0,0.0,3.0
ae8422b7-39b6-3d3a-bc6d-1034bb02c0a7,930b868b-1163-4f10-b7ee-d3e3bf82bf7a,2.294624766144763,48.8588121252941,3.0,0.0,3.0
e045922a-8ed6-394a-8369-cf538903c631,930b868b-1163-4f10-b7ee-d3e3bf82bf7a,2.294720893094412,48.85841952196979,115.73,57.63,173.36
