PCI,latitude,longitude,device,rsrp
D,35.99977908,-78.93758284,Samsung,-110
F,36.00314072,-78.94023696,Samsung,-124
D,36.00078364,-78.9376211,Samsung,-112
E,36.00127,-78.93644965,Samsung,-120
E,36.00187185,-78.93822469,Samsung,-95
F,36.00103556,-78.9387499,Samsung,-99
C,36.0027363,-78.93753134,Samsung,-117
F,36.00055022,-78.93988528,Samsung,-133
F,36.0013807,-78.93844921,Samsung,-105
C,36.0001193,-78.93851016,Samsung,-123
D,36.00027906,-78.94030392,Samsung,-102
C,36.00338835,-78.93834737,Samsung,-126
F,36.0001819,-78.93883633,Samsung,-98
C,35.99947082,-78.94031122,Samsung,-108
F,36.00329377,-78.9375141,Samsung,-100
C,36.00044177,-78.93910623,Samsung,-101
C,35.99865567,-78.93940914,Samsung,-121
A,35.99900764,-78.93915607,Samsung,-100
F,36.00085983,-78.93835517,Samsung,-106
A,35.99954555,-78.94032977,Samsung,-108
E,36.0051753,-78.93739649,Samsung,-127
E,36.00414306,-78.93728207,Samsung,-125
E,36.00279608,-78.93859317,Samsung,-110
F,36.00401043,-78.93844112,Samsung,-122
E,36.00424176,-78.93896931,Samsung,-127
F,36.00283619,-78.93857045,Samsung,-106
D,36.00380589,-78.93835239,Samsung,-126
F,36.00231024,-78.93633804,Samsung,-115
F,36.00494535,-78.9387289,Samsung,-127
D,36.00250587,-78.94139641,Samsung,-114
D,35.99982694,-78.93787173,Samsung,-121
D,36.00231728,-78.9419072,Samsung,-119
D,36.00130223,-78.94045946,Samsung,-106
F,36.0031142,-78.94025762,Samsung,-120
E,36.00174452,-78.93942356,Samsung,-115
F,36.00176346,-78.93685076,Samsung,-101
F,36.00133007,-78.93656171,Samsung,-109
E,36.0034188,-78.93994804,Samsung,-133
E,36.00273282,-78.93991316,Samsung,-119
E,36.00286816,-78.93724843,Samsung,-87
C,36.00306465,-78.93795791,Samsung,-133
C,36.00012429,-78.93856655,Samsung,-123
C,36.00192267,-78.93804985,Samsung,-119
F,36.00331329,-78.93746688,Samsung,-99
B,36.0003595,-78.94023815,Samsung,-117
A,36.00030306,-78.94028745,Samsung,-124
D,36.00148505,-78.93835798,Samsung,-112
C,36.00021785,-78.93859707,Samsung,-118
C,36.00092424,-78.93828958,Samsung,-107
C,36.00060742,-78.93897418,Samsung,-104
C,35.9995246,-78.93933571,Samsung,-99
F,36.0038858,-78.93805588,Samsung,-119
D,36.00479999,-78.93758542,Samsung,-126
C,36.00406702,-78.93915001,Samsung,-130
D,36.00400939,-78.93903153,Samsung,-123
E,36.00329766,-78.93879938,Samsung,-114
D,36.00401513,-78.93886922,Samsung,-121
F,36.0029504,-78.93566695,Samsung,-120
D,35.99969689,-78.93756925,Samsung,-108
F,36.00118757,-78.93640352,Samsung,-110
C,35.99982791,-78.93713007,Samsung,-130
F,36.00281715,-78.9412491,Samsung,-124
F,36.00212212,-78.93704715,Samsung,-101
F,36.00073151,-78.93659207,Samsung,-118
D,36.0007938,-78.93720553,Samsung,-116
E,36.00107948,-78.93800993,Samsung,-108
E,36.00180713,-78.93967643,Samsung,-115
C,36.0026869,-78.93760135,Samsung,-129
E,36.00309388,-78.93755168,Samsung,-99
E,36.00175093,-78.93688709,Samsung,-97
E,36.00340823,-78.93756093,Samsung,-106
D,35.9990457,-78.94049335,Samsung,-110
D,36.00045186,-78.94018414,Samsung,-103
D,36.00179913,-78.938146,Samsung,-112
D,35.99899473,-78.93920126,Samsung,-94
A,35.99894116,-78.9392217,Samsung,-107
D,36.00027251,-78.93826058,Samsung,-108
F,35.99940611,-78.93941543,Samsung,-109
C,36.0051845,-78.93739308,Samsung,-121
F,36.00491212,-78.93772381,Samsung,-118
D,36.0024865,-78.93811532,Samsung,-129
E,36.00300003,-78.93750421,Samsung,-100
E,36.00516955,-78.93781391,Samsung,-120
F,36.00275019,-78.9384286,Samsung,-108
F,36.00318987,-78.93885513,Samsung,-113
F,36.00315366,-78.93517258,Samsung,-120
D,36.00296646,-78.94169204,Samsung,-123
D,36.00288334,-78.9416304,Samsung,-118
C,36.00320633,-78.94112563,Samsung,-131
C,36.00338289,-78.94113648,Samsung,-128
F,36.00309732,-78.94024381,Samsung,-124
D,36.00084597,-78.93752372,Samsung,-109
F,36.00075569,-78.93658681,Samsung,-118
F,36.00077055,-78.93706944,Samsung,-116
F,36.00075379,-78.93837319,Samsung,-104
E,36.0008331,-78.93853873,Samsung,-79
F,36.00111293,-78.93814139,Samsung,-98
C,36.00246054,-78.93716961,Samsung,-120
F,36.00304327,-78.93793455,Samsung,-104
F,36.00206748,-78.93678357,Samsung,-97
C,36.00155544,-78.93692492,Samsung,-127
F,36.00304137,-78.93790591,Samsung,-100
A,35.99869339,-78.93939124,Samsung,-85
F,36.00132898,-78.93865384,Samsung,-105
C,35.99865567,-78.93940914,Samsung,-121
D,36.001158,-78.93861438,Samsung,-96
C,36.000586,-78.93855635,Samsung,-101
F,36.00363472,-78.93779236,Samsung,-110
D,36.00028477,-78.93829375,Samsung,-104
F,36.0051845,-78.93754285,Samsung,-125
D,36.0041462,-78.93786983,Samsung,-135
F,36.00384001,-78.93900233,Samsung,-126
D,36.00378934,-78.9388126,Samsung,-125
F,36.00427299,-78.93750288,Samsung,-120
C,36.00351358,-78.93852061,Samsung,-127
C,36.00330668,-78.93882249,Samsung,-123
D,36.0030953,-78.93532455,Samsung,-126
D,36.00291483,-78.94166139,Samsung,-118
F,36.00262941,-78.93547793,Samsung,-120
D,36.00194533,-78.94094637,Samsung,-113
C,36.00338423,-78.94108283,Samsung,-130
C,36.002838,-78.94124374,Samsung,-123
F,36.00139131,-78.93667028,Samsung,-111
C,36.00187457,-78.94082409,Samsung,-111
C,36.00202601,-78.94091594,Samsung,-116
F,36.00112928,-78.93910731,Samsung,-112
C,36.00107948,-78.93800993,Samsung,-115
E,36.00216003,-78.93652306,Samsung,-106
E,36.00231269,-78.93777048,Samsung,-65
E,36.00349469,-78.93764923,Samsung,-106
C,36.00170814,-78.93679636,Samsung,-126
A,35.9987316,-78.94011473,Samsung,-85
D,36.00346032,-78.93833745,Samsung,-122
A,35.9985697,-78.94022503,Samsung,-85
F,36.00356686,-78.93842943,Samsung,-122
F,36.00322985,-78.93765593,Samsung,-102
A,35.99842171,-78.93999614,Samsung,-84
F,36.00318982,-78.93768454,Samsung,-99
D,36.0003623,-78.93939642,Samsung,-101
C,35.99904504,-78.93984951,Samsung,-125
E,36.00516548,-78.93745717,Samsung,-122
C,36.00479999,-78.93758542,Samsung,-128
D,36.00258826,-78.93811057,Samsung,-122
D,36.00511405,-78.93744543,Samsung,-122
C,36.00515222,-78.93785461,Samsung,-134
E,36.00298105,-78.93745241,Samsung,-102
D,36.00375934,-78.93840048,Samsung,-123
F,36.00150473,-78.93648394,Samsung,-105
D,36.0027568,-78.94157484,Samsung,-121
C,36.00318489,-78.94112705,Samsung,-132
F,36.00223355,-78.93926715,Samsung,-122
E,36.00242859,-78.93773075,Samsung,-83
F,36.00161609,-78.93646879,Samsung,-106
F,36.00128121,-78.9364822,Samsung,-109
C,36.0012682,-78.93944707,Samsung,-119
E,36.00102658,-78.93887562,Samsung,-99
E,36.00206455,-78.93643901,Samsung,-99
D,36.00309944,-78.93752263,Samsung,-126
F,36.00171692,-78.9381972,Samsung,-97
D,36.00331974,-78.93746542,Samsung,-129
A,35.99844525,-78.94003937,Samsung,-78
C,36.00151095,-78.93697413,Samsung,-132
D,35.99960517,-78.94039501,Samsung,-92
C,36.00344037,-78.93833536,Samsung,-126
E,36.00116346,-78.93811406,Samsung,-97
B,36.00027906,-78.94030392,Samsung,-122
F,36.00139684,-78.93795884,Samsung,-97
C,36.00101346,-78.93872111,Samsung,-109
C,36.00028477,-78.93829375,Samsung,-116
F,36.00515929,-78.93761854,Samsung,-125
F,36.00475107,-78.93754133,Samsung,-119
E,36.00406803,-78.93861636,Samsung,-123
D,36.00400355,-78.93854315,Samsung,-124
D,36.00502153,-78.93842147,Samsung,-127
F,36.00311953,-78.937698,Samsung,-110
F,36.00270929,-78.93657342,Samsung,-102
D,36.00335,-78.94183701,Samsung,-127
D,36.00253046,-78.94077837,Samsung,-127
C,36.00334367,-78.94103057,Samsung,-133
D,35.99984691,-78.93789389,Samsung,-117
F,36.00268764,-78.94101792,Samsung,-124
E,36.00166122,-78.93926678,Samsung,-118
E,36.00140382,-78.93957458,Samsung,-117
E,36.00165682,-78.93800546,Samsung,-81
D,36.00063619,-78.93771156,Samsung,-109
E,36.0012388,-78.93937634,Samsung,-114
F,36.00168666,-78.93962437,Samsung,-120
F,36.00274902,-78.93750344,Samsung,-82
D,36.00304616,-78.93760015,Samsung,-127
D,35.99925927,-78.93969725,Samsung,-76
D,36.00166176,-78.93823635,Samsung,-114
F,36.0016131,-78.9369743,Samsung,-102
F,36.00095961,-78.93825792,Samsung,-102
D,36.0002136,-78.93830063,Samsung,-105
E,36.00149166,-78.93726285,Samsung,-111
D,36.00060742,-78.93897418,Samsung,-95
D,36.00048951,-78.93864252,Samsung,-88
D,35.99987678,-78.93905806,Samsung,-68
C,36.00515929,-78.93761854,Samsung,-124
E,36.00396538,-78.93749428,Samsung,-121
E,36.00402858,-78.93835684,Samsung,-125
F,36.00515222,-78.93785461,Samsung,-122
F,36.00387126,-78.93888348,Samsung,-131
D,36.00386331,-78.9383108,Samsung,-124
D,36.00367204,-78.93849232,Samsung,-128
E,36.0029504,-78.93566695,Samsung,-110
F,36.00243896,-78.93585495,Samsung,-116
E,36.00124119,-78.93641983,Samsung,-117
D,35.99976421,-78.93673143,Samsung,-110
D,36.00150203,-78.94058552,Samsung,-111
F,36.0030318,-78.9402577,Samsung,-119
E,36.00092055,-78.93846202,Samsung,-86
F,36.00172788,-78.93712612,Samsung,-107
F,36.00127447,-78.93646736,Samsung,-112
E,36.00245429,-78.94019905,Samsung,-111
C,36.00101889,-78.93881754,Samsung,-108
E,36.00188778,-78.93655841,Samsung,-97
D,36.00315115,-78.93755453,Samsung,-133
E,36.00317503,-78.93773856,Samsung,-100
E,36.00168044,-78.93721229,Samsung,-104
A,35.99995577,-78.94054106,Samsung,-123
F,36.00288799,-78.93730474,Samsung,-96
D,36.00303908,-78.93787018,Samsung,-132
C,36.0002759,-78.93877545,Samsung,-94
F,36.00351424,-78.9376,Samsung,-104
D,36.00128469,-78.93866211,Samsung,-109
B,35.99843673,-78.94002045,Samsung,-84
E,36.00150071,-78.93753818,Samsung,-105
B,35.99932903,-78.94024792,Samsung,-100
D,36.00393519,-78.93811913,Samsung,-128
D,36.00499597,-78.93755608,Samsung,-120
E,36.00243714,-78.9378161,Samsung,-75
C,36.0051873,-78.93747589,Samsung,-124
E,36.00391252,-78.93899662,Samsung,-125
D,36.00515089,-78.93804917,Samsung,-125
F,36.00367204,-78.93849232,Samsung,-127
C,36.00272674,-78.93680995,Samsung,-133
D,36.00277182,-78.94158598,Samsung,-119
F,36.00126105,-78.93670833,Samsung,-108
D,35.99971367,-78.93783331,Samsung,-105
F,36.00308531,-78.94026319,Samsung,-120
E,36.00139991,-78.93950468,Samsung,-116
E,36.00165151,-78.93797667,Samsung,-81
F,36.00163449,-78.93645183,Samsung,-110
F,36.00122831,-78.93935309,Samsung,-112
F,36.00143435,-78.93952093,Samsung,-116
F,36.00108199,-78.93899627,Samsung,-118
F,36.00029716,-78.93873665,Samsung,-104
F,36.00325218,-78.93764426,Samsung,-100
C,35.99950719,-78.9404334,Samsung,-103
D,36.00334828,-78.93831065,Samsung,-124
E,36.00177915,-78.9381542,Samsung,-80
E,36.00129719,-78.93866236,Samsung,-101
D,36.00046971,-78.93980369,Samsung,-104
B,35.99957055,-78.94034263,Samsung,-107
F,36.00021588,-78.93833597,Samsung,-122
D,36.0051845,-78.93739308,Samsung,-109
C,36.003752,-78.93894405,Samsung,-131
F,36.00400084,-78.93835845,Samsung,-117
F,36.00521377,-78.93739364,Samsung,-125
E,36.00423604,-78.93756923,Samsung,-117
F,36.00288392,-78.93867604,Samsung,-111
F,36.00406803,-78.93861636,Samsung,-130
F,36.00454704,-78.93915689,Samsung,-122
C,35.99984078,-78.9374685,Samsung,-118
D,36.00080335,-78.93828696,Samsung,-100
D,36.00152141,-78.94070457,Samsung,-104
D,36.00245593,-78.94129946,Samsung,-121
F,36.00307107,-78.94027563,Samsung,-121
F,36.00139209,-78.93669129,Samsung,-110
F,36.00165461,-78.93643527,Samsung,-106
C,36.00176558,-78.93819762,Samsung,-123
E,36.00109835,-78.93823646,Samsung,-88
F,36.00102658,-78.93887562,Samsung,-111
E,36.00124784,-78.93940026,Samsung,-112
F,36.0015656,-78.93702345,Samsung,-110
C,36.00153548,-78.93695988,Samsung,-126
F,36.00309944,-78.93752263,Samsung,-102
F,36.00029357,-78.93825022,Samsung,-122
F,36.00369462,-78.9377264,Samsung,-121
B,35.99935558,-78.93959623,Samsung,-119
E,36.00300238,-78.93787376,Samsung,-101
F,36.00035135,-78.93916433,Samsung,-107
C,35.99902865,-78.94007503,Samsung,-130
F,36.00107706,-78.93817206,Samsung,-107
D,35.99943738,-78.93974168,Samsung,-83
D,35.99943963,-78.93945818,Samsung,-77
D,36.00519642,-78.93744925,Samsung,-116
F,36.00426819,-78.93966105,Samsung,-125
F,36.00399824,-78.93867459,Samsung,-127
E,36.00382984,-78.93833231,Samsung,-123
E,36.00351767,-78.93860246,Samsung,-118
E,36.00393721,-78.93900503,Samsung,-125
E,36.00304602,-78.93544308,Samsung,-116
F,36.00154646,-78.9364692,Samsung,-106
D,36.00291424,-78.94113955,Samsung,-131
D,35.999957,-78.93725213,Samsung,-118
F,36.00263417,-78.94054006,Samsung,-115
C,36.00163002,-78.94088881,Samsung,-106
F,36.0013652,-78.93632888,Samsung,-111
F,36.00074825,-78.9369421,Samsung,-114
F,36.0010944,-78.93829802,Samsung,-85
C,36.00100271,-78.93893236,Samsung,-116
E,36.00104458,-78.93792622,Samsung,-107
C,36.00213495,-78.93730119,Samsung,-126
D,36.00227398,-78.93781379,Samsung,-113
E,36.00349165,-78.93757866,Samsung,-105
E,36.00166704,-78.93711811,Samsung,-99
E,36.00321627,-78.93747122,Samsung,-97
D,36.00308415,-78.93780928,Samsung,-132
C,35.99886051,-78.94004942,Samsung,-130
B,35.99886051,-78.94004942,Samsung,-72
F,36.00182997,-78.93812341,Samsung,-90
B,35.99844624,-78.93959779,Samsung,-89
C,35.99877628,-78.93933734,Samsung,-111
F,36.00080347,-78.938412,Samsung,-106
B,35.99951527,-78.94021333,Samsung,-110
B,35.9985697,-78.94022503,Samsung,-81
E,36.00517943,-78.93760143,Samsung,-121
C,36.00522852,-78.93740462,Samsung,-134
D,36.0027369,-78.93871651,Samsung,-126
D,36.00393721,-78.93900503,Samsung,-124
E,36.0042527,-78.93752664,Samsung,-121
D,36.00378588,-78.93902698,Samsung,-127
F,36.00332111,-78.93866302,Samsung,-118
E,36.0029193,-78.93532598,Samsung,-115
F,36.00216322,-78.93604753,Samsung,-114
C,36.00334367,-78.94103057,Samsung,-133
F,36.00273744,-78.93554597,Samsung,-119
F,36.00245835,-78.93585676,Samsung,-118
F,36.00260329,-78.94057022,Samsung,-114
E,36.00151172,-78.93894483,Samsung,-118
F,36.00128121,-78.9364822,Samsung,-109
F,36.00165461,-78.93643527,Samsung,-106
D,36.00133697,-78.93953741,Samsung,-132
D,36.0010226,-78.93786808,Samsung,-106
E,36.00351292,-78.9400045,Samsung,-136
F,36.00288002,-78.93722318,Samsung,-91
E,36.00306451,-78.93758774,Samsung,-98
C,36.00152181,-78.93734729,Samsung,-122
F,36.00163379,-78.9368775,Samsung,-107
A,35.99959648,-78.94043089,Samsung,-108
C,36.00213392,-78.93639907,Samsung,-125
E,36.00343524,-78.93755677,Samsung,-103
D,35.99947082,-78.94031122,Samsung,-106
D,35.99977732,-78.94062074,Samsung,-105
D,36.00107313,-78.93867292,Samsung,-108
B,35.9985731,-78.93946114,Samsung,-98
C,35.9988236,-78.93929647,Samsung,-111
A,35.99874377,-78.940657,Samsung,-79
C,36.0001835,-78.93824886,Samsung,-123
D,36.00520155,-78.93746065,Samsung,-124
D,36.00429622,-78.93967013,Samsung,-127
D,36.00332821,-78.93875712,Samsung,-123
D,36.00515222,-78.93785461,Samsung,-125
C,36.00511142,-78.93798163,Samsung,-133
F,36.00459968,-78.93936887,Samsung,-129
D,36.00351358,-78.93852061,Samsung,-126
D,36.00252346,-78.93607674,Samsung,-122
F,36.00226125,-78.93596429,Samsung,-116
D,36.00278612,-78.94123016,Samsung,-128
F,36.00032664,-78.93649662,Samsung,-131
D,36.00022249,-78.93731064,Samsung,-113
F,36.00306374,-78.94040032,Samsung,-120
E,36.00101536,-78.93874576,Samsung,-103
E,36.00146767,-78.93881952,Samsung,-114
C,36.00186184,-78.94104661,Samsung,-102
D,36.00070706,-78.93766805,Samsung,-110
F,36.00097786,-78.93886783,Samsung,-111
E,36.00140534,-78.93949821,Samsung,-114
C,36.00252439,-78.93784357,Samsung,-129
F,36.00280544,-78.93798693,Samsung,-100
F,36.00234201,-78.93620608,Samsung,-109
C,35.99837543,-78.93964489,Samsung,-121
A,35.99852844,-78.94019283,Samsung,-85
B,35.99972065,-78.94049676,Samsung,-113
E,36.00113187,-78.93862971,Samsung,-106
C,36.00047287,-78.93963876,Samsung,-104
C,35.99961779,-78.94042554,Samsung,-96
F,36.00040673,-78.93870318,Samsung,-105
B,35.99925445,-78.9403233,Samsung,-100
F,35.99953783,-78.93930985,Samsung,-110
D,36.00522247,-78.93744182,Samsung,-123
F,36.00511405,-78.93744543,Samsung,-129
E,36.00249733,-78.93806707,Samsung,-92
C,36.00308066,-78.93764799,Samsung,-133
F,36.00404593,-78.9376721,Samsung,-119
F,36.00507823,-78.93830429,Samsung,-129
F,36.00330668,-78.93882249,Samsung,-116
F,36.0030953,-78.93532455,Samsung,-116
C,36.00498398,-78.93865543,Samsung,-129
C,35.99976536,-78.93710873,Samsung,-127
D,36.00245593,-78.94129946,Samsung,-121
D,36.00274718,-78.94157804,Samsung,-117
D,35.99981098,-78.93751013,Samsung,-109
F,36.00266758,-78.94051456,Samsung,-114
E,36.0016344,-78.93948679,Samsung,-115
C,36.00192926,-78.94099555,Samsung,-110
E,36.00228448,-78.94039975,Samsung,-113
F,36.00063619,-78.93771156,Samsung,-125
F,36.00129597,-78.93946628,Samsung,-123
F,36.00110162,-78.9382031,Samsung,-98
F,36.00177702,-78.93662645,Samsung,-103
E,36.00274902,-78.93750344,Samsung,-79
F,36.00264784,-78.93805943,Samsung,-101
E,36.00206122,-78.93675815,Samsung,-93
E,36.00318982,-78.93768454,Samsung,-99
C,36.00179913,-78.938146,Samsung,-116
D,36.00371896,-78.9380136,Samsung,-125
A,35.99859052,-78.93946738,Samsung,-82
D,36.00050156,-78.94003833,Samsung,-106
D,36.00068795,-78.93891804,Samsung,-98
F,36.00052966,-78.93973906,Samsung,-130
A,35.9992907,-78.94029594,Samsung,-99
F,35.99934235,-78.93954713,Samsung,-112
C,36.00513991,-78.93741866,Samsung,-125
F,36.00490036,-78.93768902,Samsung,-118
F,36.00393975,-78.93894665,Samsung,-126
D,36.00363726,-78.93926598,Samsung,-129
E,36.00509841,-78.9383643,Samsung,-128
F,36.00256731,-78.93766448,Samsung,-82
D,36.00238597,-78.94065482,Samsung,-125
D,36.00250587,-78.94139641,Samsung,-114
D,36.00027175,-78.9373699,Samsung,-116
D,36.00020197,-78.93739404,Samsung,-116
F,36.00296054,-78.94032618,Samsung,-119
E,36.00183297,-78.93772415,Samsung,-83
C,36.00191538,-78.94093439,Samsung,-114
F,36.00079145,-78.93716171,Samsung,-120
F,36.00070706,-78.93766805,Samsung,-114
C,36.00215698,-78.93657294,Samsung,-131
D,36.00323949,-78.93751821,Samsung,-127
F,36.00265687,-78.93803834,Samsung,-100
E,36.00150547,-78.93763434,Samsung,-101
D,36.00312889,-78.93749865,Samsung,-125
F,36.00192095,-78.93653564,Samsung,-94
D,36.00168771,-78.93822772,Samsung,-114
B,35.9995042,-78.94027703,Samsung,-114
E,36.00302199,-78.93791363,Samsung,-102
F,36.00047287,-78.93963876,Samsung,-131
F,36.00323663,-78.93766278,Samsung,-101
E,36.00154676,-78.93767021,Samsung,-99
F,36.00519142,-78.93739074,Samsung,-126
C,36.00390464,-78.93902469,Samsung,-128
D,36.00325265,-78.93881503,Samsung,-122
D,36.00519142,-78.93739074,Samsung,-119
D,36.00407442,-78.93763736,Samsung,-129
F,36.00330668,-78.93882249,Samsung,-116
E,36.00380589,-78.93835239,Samsung,-127
D,36.00290151,-78.93534696,Samsung,-127
D,36.00269554,-78.93609552,Samsung,-126
D,36.00343627,-78.94162526,Samsung,-129
C,36.00285099,-78.94117169,Samsung,-126
D,36.00296746,-78.93724173,Samsung,-127
C,35.99980164,-78.93712325,Samsung,-130
C,36.00299805,-78.94119761,Samsung,-130
E,36.001805,-78.93952766,Samsung,-116
F,36.00144286,-78.93679125,Samsung,-108
C,36.00201584,-78.94093269,Samsung,-105
F,36.0031654,-78.93954766,Samsung,-129
C,36.00103556,-78.9387499,Samsung,-111
C,36.00191246,-78.93661836,Samsung,-122
D,36.00330934,-78.93745664,Samsung,-128
F,36.00267599,-78.93801461,Samsung,-103
A,35.99837543,-78.93964489,Samsung,-84
B,35.99851915,-78.9401647,Samsung,-82
D,35.99900765,-78.93993259,Samsung,-114
C,36.00037676,-78.93948155,Samsung,-111
E,36.00113187,-78.93862971,Samsung,-106
C,35.99839113,-78.93960718,Samsung,-118
F,36.0015428,-78.93769984,Samsung,-89
C,36.00018721,-78.93855405,Samsung,-118
F,35.99995156,-78.93900501,Samsung,-106
F,36.0049561,-78.93759365,Samsung,-107
E,36.00398421,-78.93747658,Samsung,-121
F,36.00402858,-78.93835684,Samsung,-122
F,36.00403152,-78.93901753,Samsung,-129
F,36.00398572,-78.93772918,Samsung,-119
E,36.0041492,-78.93957462,Samsung,-131
D,36.00386331,-78.9383108,Samsung,-124
F,36.00283678,-78.93564424,Samsung,-119
E,36.00270598,-78.9355242,Samsung,-115
D,36.00240808,-78.94120366,Samsung,-109
D,36.00207506,-78.94156042,Samsung,-113
D,36.00025268,-78.93733339,Samsung,-113
C,36.00328758,-78.94105959,Samsung,-132
F,36.00285964,-78.94040295,Samsung,-117
E,36.00238061,-78.93762748,Samsung,-74
F,36.00174427,-78.93714451,Samsung,-107
D,36.00056183,-78.93786755,Samsung,-115
E,36.00076967,-78.93841046,Samsung,-91
F,36.00147812,-78.93946383,Samsung,-123
F,36.00140534,-78.93949821,Samsung,-123
C,36.00227438,-78.9372034,Samsung,-126
E,36.00049917,-78.93905884,Samsung,-105
D,36.00265687,-78.93803834,Samsung,-126
E,36.00222918,-78.93659501,Samsung,-99
F,36.00141533,-78.93841316,Samsung,-105
E,36.00242167,-78.93623589,Samsung,-112
C,36.0032693,-78.93817592,Samsung,-127
B,35.99900619,-78.94009164,Samsung,-82
F,36.00330238,-78.93823473,Samsung,-109
B,35.99867939,-78.93939251,Samsung,-87
F,35.99989511,-78.93904052,Samsung,-106
E,36.00110062,-78.93815742,Samsung,-98
B,35.99958838,-78.94036823,Samsung,-107
B,35.9987754,-78.94069894,Samsung,-81
C,36.00520426,-78.93739039,Samsung,-134
F,36.00536669,-78.9374237,Samsung,-126
D,36.00404915,-78.93864179,Samsung,-122
D,36.00369279,-78.93842335,Samsung,-124
F,36.00434246,-78.93752963,Samsung,-122
F,36.00329775,-78.93846653,Samsung,-114
D,36.00372199,-78.93847132,Samsung,-122
F,36.00260303,-78.93657622,Samsung,-114
D,36.00245019,-78.94130864,Samsung,-115
F,36.00140619,-78.93677046,Samsung,-108
F,36.00066165,-78.93647351,Samsung,-114
D,36.00261388,-78.94089305,Samsung,-127
F,36.00216253,-78.93927696,Samsung,-125
E,36.0013253,-78.93956668,Samsung,-119
E,36.00192775,-78.93981052,Samsung,-118
E,36.00111964,-78.93820684,Samsung,-98
E,36.00121877,-78.93932864,Samsung,-111
E,36.0026989,-78.93993575,Samsung,-119
F,36.00319635,-78.93962977,Samsung,-131
F,36.00189032,-78.93702064,Samsung,-102
D,35.99946644,-78.94020179,Samsung,-104
F,36.00261373,-78.93807133,Samsung,-97
E,36.00148937,-78.93757384,Samsung,-106
C,36.00155935,-78.93829353,Samsung,-118
E,36.00204213,-78.93645477,Samsung,-100
F,36.00312616,-78.93773861,Samsung,-102
D,35.99931238,-78.94027615,Samsung,-108
C,36.00055748,-78.93980043,Samsung,-107
D,36.00103043,-78.93870149,Samsung,-105
C,36.00060675,-78.93988652,Samsung,-109
B,35.99871842,-78.93937276,Samsung,-92
C,36.00149166,-78.93760378,Samsung,-129
D,36.00023153,-78.93829879,Samsung,-109
E,36.00513991,-78.93741866,Samsung,-118
D,36.00428687,-78.93772569,Samsung,-124
F,36.00516803,-78.93809326,Samsung,-122
D,36.0039098,-78.93906802,Samsung,-123
E,36.00455488,-78.93943973,Samsung,-128
F,36.00387126,-78.93888348,Samsung,-131
D,36.00251242,-78.93610475,Samsung,-129
D,36.00229417,-78.94057663,Samsung,-127
D,36.00267517,-78.94151873,Samsung,-116
D,35.99994236,-78.9372375,Samsung,-118
C,35.99977508,-78.93667849,Samsung,-123
F,36.00273329,-78.94109658,Samsung,-127
E,36.00203319,-78.93986857,Samsung,-112
D,36.00081625,-78.9372689,Samsung,-111
F,36.00077104,-78.93709323,Samsung,-116
E,36.00122831,-78.93935309,Samsung,-113
C,36.00078111,-78.93843635,Samsung,-105
F,36.00235602,-78.9372094,Samsung,-81
D,36.00259847,-78.93805925,Samsung,-125
E,36.00244158,-78.93621227,Samsung,-112
F,36.00328969,-78.93821191,Samsung,-109
C,35.99931154,-78.93977221,Samsung,-82
F,36.00148672,-78.93722108,Samsung,-110
F,36.00105449,-78.93869206,Samsung,-103
C,36.00031051,-78.93925234,Samsung,-104
F,36.0001863,-78.93845393,Samsung,-116
F,36.00150071,-78.93753818,Samsung,-121
B,35.99861421,-78.93944555,Samsung,-94
E,36.00421635,-78.93764634,Samsung,-108
E,36.0049561,-78.93759365,Samsung,-105
E,36.0038074,-78.93885961,Samsung,-125
F,36.00514422,-78.93788654,Samsung,-122
D,36.00379604,-78.93896486,Samsung,-125
D,36.00502608,-78.93839658,Samsung,-129
D,36.00471821,-78.93767633,Samsung,-135
E,36.0030953,-78.93532455,Samsung,-118
D,36.00264159,-78.94093744,Samsung,-132
C,36.00320223,-78.94161907,Samsung,-127
C,35.99986832,-78.93745319,Samsung,-113
F,36.00225763,-78.93926089,Samsung,-125
E,36.00211255,-78.93999415,Samsung,-111
F,36.00159805,-78.93786359,Samsung,-94
F,36.00144857,-78.93680905,Samsung,-101
F,36.00055661,-78.9379226,Samsung,-114
E,36.00325289,-78.93975886,Samsung,-132
F,36.00280154,-78.93985472,Samsung,-128
F,36.00212572,-78.93733251,Samsung,-88
D,36.00261373,-78.93807133,Samsung,-122
F,36.0017664,-78.93682683,Samsung,-99
F,36.00192267,-78.93804985,Samsung,-88
E,36.00208742,-78.93642187,Samsung,-101
F,36.00369397,-78.93759012,Samsung,-105
C,36.00017666,-78.9384045,Samsung,-116
C,36.00198132,-78.93801917,Samsung,-119
E,36.00129719,-78.93866236,Samsung,-101
E,36.00317976,-78.93753932,Samsung,-98
A,36.00008621,-78.94043304,Samsung,-117
D,36.00420612,-78.9378011,Samsung,-131
D,36.00516548,-78.93745717,Samsung,-116
F,36.00404981,-78.93838604,Samsung,-122
E,36.00404593,-78.9376721,Samsung,-113
F,36.00406702,-78.93915001,Samsung,-125
D,36.00377604,-78.93838443,Samsung,-122
F,36.00272437,-78.93633626,Samsung,-119
F,36.00297341,-78.93560765,Samsung,-118
C,35.99973375,-78.93702185,Samsung,-123
D,36.00268229,-78.94153559,Samsung,-119
C,36.00328758,-78.94105959,Samsung,-132
