overture_building_or_part_id,overture_parent_building_id,centroid_lon,centroid_lat,height,base_height,height_above_ground
71669815-c705-4f07-b663-c84d3c12c072,N/A,-106.4456452000003,31.775601949999388,14.0,0.0,14.0
621c1576-7b59-4d09-a5fa-58a8e6ff604b,N/A,-106.44582075000024,31.775619900000535,14.0,0.0,14.0
d701949a-9642-4073-a2ad-68a9b9649c8b,N/A,-106.44572070140154,31.775651639081477,14.0,0.0,14.0
7f35fb4e-b294-48dc-8272-a01b81e65881,N/A,-106.44606390000168,31.775768449978774,17.5,0.0,17.5
bf1e43af-0ff5-4c80-b969-c74b9cbc7f26,N/A,-106.44560084393638,31.775754175254338,14.0,0.0,14.0
cbd912f5-f22e-41c2-a32e-1a23a894132d,N/A,-106.44516670649426,31.775760870487943,17.5,0.0,17.5
8bf518ea-aad4-4150-8ad3-c116b04ca22e,N/A,-106.4452807000005,31.775797349999362,17.5,0.0,17.5
116585ad-d4b3-407e-bb3c-9a3eab4cfc6c,N/A,-106.44536810000069,31.775771350003215,24.5,0.0,24.5
9c10f25a-e093-46dd-9679-9ed45196c53f,N/A,-106.44549567664133,31.775817266369604,14.0,0.0,14.0
6142269b-3f2f-4588-b1f6-5b755dfdb81c,N/A,-106.44555850000161,31.7758984500162,14.0,0.0,14.0
dfb77b64-8a44-4e90-9450-567378e10cda,N/A,-106.44536865000016,31.775925200003368,14.0,0.0,14.0
68c6a176-fe01-4c12-991a-651657a574ce,N/A,-106.44515590000013,31.775543450001905,14.0,0.0,14.0
5c4eea23-6daa-42d2-888b-f4b6db5d5791,N/A,-106.44601077383005,31.776525802130994,17.5,0.0,17.5
a83e12ce-c63f-4611-b2ec-83b903662ad0,N/A,-106.44538654516826,31.77601802442825,14.0,0.0,14.0
8def48bd-750d-4c88-92e0-348c072c86f0,N/A,-106.44526869999996,31.77603274999978,14.0,0.0,14.0
96f2e63a-b391-41fc-9f08-71d9db29c85a,N/A,-106.44627507420188,31.77608373894862,17.5,0.0,17.5
b58cf67f-3799-401e-ba44-ff72b0f66da6,N/A,-106.44596747432071,31.776102934088755,10.5,0.0,10.5
5c4d4c10-c573-4078-8208-0185d8239c92,N/A,-106.44573594999915,31.77605799998026,14.0,0.0,14.0
4ecde93c-b377-4e13-9492-ef083afd8a09,N/A,-106.44609955000028,31.776031300001268,17.5,0.0,17.5
20573452-1d47-4d18-9ade-a046cefacf7b,N/A,-106.44569114999923,31.776004299996394,17.5,0.0,17.5
0e45bcf7-7690-4128-8999-a32f7a56e64a,N/A,-106.44566102486932,31.775997502342932,14.0,0.0,14.0
ee853a05-0d73-4d66-9f2b-c01e950c5bee,N/A,-106.44630309999702,31.776225099982025,17.5,0.0,17.5
78bbecd0-03af-4286-8a21-71f0a5b088a3,N/A,-106.44610362081056,31.776209955579326,7.0,0.0,7.0
c7f963dd-0da1-40fb-a26f-ea40d930dd58,N/A,-106.4463708522746,31.777037091225143,17.5,0.0,17.5
64d3a946-a543-4f3c-a954-5c8d5cdcb394,N/A,-106.4440803499993,31.77722699999931,7.0,0.0,7.0
fb6bc431-8907-41ca-b66d-c7f3d85e2762,N/A,-106.44607404999996,31.7780193000007,21.0,0.0,21.0
ed3ace2a-67c0-4e61-bf86-ed04522894fc,N/A,-106.44595332059338,31.77575041027484,4.1670122146606445,0.0,4.1670122146606445
3751f543-0271-4b67-ac1f-9f25db292461,N/A,-106.44515878945417,31.775882727963904,3.1886866092681885,0.0,3.1886866092681885
33f4d468-bb43-4d62-836a-01f4be24d384,N/A,-106.44556360000078,31.775630950000163,3.684324264526367,0.0,3.684324264526367
28c0222b-9cb7-4714-9fc1-7b4fc14c19bd,N/A,-106.44520416036684,31.77560521015951,2.9275732040405273,0.0,2.9275732040405273
ec206a66-dc1b-43da-9cd3-0559940e8adb,N/A,-106.44507830000128,31.77559454998865,3.2069149017333984,0.0,3.2069149017333984
c55490f1-8600-4f57-8cd0-b5569f48c5c6,N/A,-106.44664956766178,31.776814987273745,6.258172512054443,0.0,6.258172512054443
630b5663-8438-45d8-8800-a93c9b174cce,N/A,-106.44586370874723,31.77674949438746,3.566826105117798,0.0,3.566826105117798
69a56f55-ecdc-4988-a6a0-1f64fd12a445,N/A,-106.4457106000006,31.77672390000762,4.837072849273682,0.0,4.837072849273682
6b3b84bc-d3f2-4af1-94fb-e5dae213a7ec,N/A,-106.44615060736005,31.776690220122582,3.5495107173919678,0.0,3.5495107173919678
bd09a941-7f67-4b92-89f9-bfd7fbe116af,N/A,-106.44554979668825,31.77663847459977,3.8008294105529785,0.0,3.8008294105529785
1b1ae5d8-f674-4584-861b-dc42f5f7e94d,N/A,-106.4446175683723,31.776646332362986,5.494909286499023,0.0,5.494909286499023
40937738-996a-4b75-8d28-e8688e67132e,N/A,-106.4455429376671,31.77620367374224,3.5046591758728027,0.0,3.5046591758728027
632bb724-8928-4546-9dba-d82fb6a88a88,N/A,-106.44533603246228,31.776203073484705,3.9086992740631104,0.0,3.9086992740631104
d0d50626-dd70-451f-8130-6365147ef03f,N/A,-106.44515442110472,31.776050726478797,2.809943199157715,0.0,2.809943199157715
3f10ec43-1c0e-4668-9365-591f391f4d20,N/A,-106.44585490492652,31.77618622431244,3.4178969860076904,0.0,3.4178969860076904
