overture_building_or_part_id,overture_parent_building_id,centroid_lon,centroid_lat,height,base_height,height_above_ground
95b7a689-eca2-4794-a366-0d29d2f787eb,N/A,-78.93969998575145,35.999931170444356,14.0,0.0,14.0
12b1237b-787a-424c-8518-781a7bc456cd,N/A,-78.93997039464762,36.00012415699055,7.0,0.0,7.0
b46bb744-2edc-4440-8b66-58c6d7f5fc49,N/A,-78.93952365102237,36.00019734103538,14.0,0.0,14.0
4ba83543-6a61-43ba-8905-9ddf64995de9,N/A,-78.93850151483821,36.000006894744295,21.0,0.0,21.0
dded1cd7-c10a-43bb-b2e6-f7d01236ef37,N/A,-78.93863380499583,36.00016755850949,28.0,0.0,28.0
8b4c36b2-ff41-4ded-ad46-1fdcf3be999c,N/A,-78.93788650015574,36.00011569700706,14.0,0.0,14.0
c8504a13-90c0-440d-82de-e921e3c00380,N/A,-78.938309848746,36.000433121006566,14.0,0.0,14.0
7963e78b-3650-4647-9916-4c5828429145,N/A,-78.93990226888081,36.0012020119798,14.0,0.0,14.0
0b53fb64-6278-4931-8f12-15a3ae52378c,N/A,-78.94088492590183,36.00014624752515,17.5,0.0,17.5
bbf5a8f9-b3f5-40a8-9dee-fe18a8e7a145,N/A,-78.93802082429,36.00545826716817,21.0,0.0,21.0
40a887e6-a9fa-4c13-9b4a-37c3f3f78b35,N/A,-78.93939329365374,36.00076645194083,14.0,0.0,14.0
9dd7a091-eb7d-4732-ad90-f9b008e97aaa,N/A,-78.94213572843981,36.00158247703772,11.911128997802734,0.0,11.911128997802734
91f6995e-62e3-4d8f-98ac-7bdd91a2b8a0,N/A,-78.94172761985845,36.004539883863416,11.907048225402832,0.0,11.907048225402832
154d9faf-21a6-427d-8d7b-9c6f21f3d0dc,N/A,-78.94269099004545,36.00465464291251,13.594476699829102,0.0,13.594476699829102
2a6cb3f8-c7bf-4144-89b3-48b9e7bc01e5,N/A,-78.94379177426403,36.004619220496956,7.132851600646973,0.0,7.132851600646973
e24fd547-c2be-4c57-8a44-c05eb36cd5e5,N/A,-78.94094441273332,36.00546147043129,8.068174362182617,0.0,8.068174362182617
7cf6a6c6-3765-496e-a2ef-958044c66c28,N/A,-78.93915171375973,36.00511523480087,15.832924842834473,0.0,15.832924842834473
12253212-38e7-4735-a969-7e592f237fc7,N/A,-78.93618035094069,36.003632354428525,12.171801567077637,0.0,12.171801567077637
5a33cae7-962e-4154-ab93-ed63d3e1e7b2,N/A,-78.9379668049285,36.00454023201516,8.751035690307617,0.0,8.751035690307617
d8261607-30a8-4cf6-a799-028ffaa60424,N/A,-78.94044591083404,36.004143235420116,9.928550720214844,0.0,9.928550720214844
adb4b341-3bf9-4957-8e0d-5407b2a23925,N/A,-78.93981355961282,36.00335009342989,12.24622631072998,0.0,12.24622631072998
2ed4b0b9-bce1-4a1e-b85c-e000f7394b59,N/A,-78.93873186886506,36.00357368296926,8.087525367736816,0.0,8.087525367736816
dc1b0154-49df-4b57-9323-52037caadba5,N/A,-78.93805732792585,36.003438057757684,10.70804214477539,0.0,10.70804214477539
1cde904b-fbee-4676-86f1-b5b2aeb8583b,N/A,-78.93687154236866,36.002423829592345,11.899969100952148,0.0,11.899969100952148
29adafa8-428d-4746-b022-a31ceb70fec0,N/A,-78.93775741873722,36.002769974151214,10.96403694152832,0.0,10.96403694152832
af37f407-9d38-4624-9d67-584076501d84,N/A,-78.93895688463971,36.00202996583412,3.517899751663208,0.0,3.517899751663208
02cd4b4d-4509-4611-beb4-15611248db90,N/A,-78.94023205380887,36.0018787347638,13.102042198181152,0.0,13.102042198181152
8834dbeb-9f26-4b97-b427-f0060c1b57d5,N/A,-78.93738909979622,36.00175059034687,10.421700477600098,0.0,10.421700477600098
eee15cb7-9ef0-42da-ab06-6ff4a5037737,N/A,-78.937488357142,36.00116262494341,12.060625076293945,0.0,12.060625076293945
1e330d5e-6470-49f5-835b-7b2c93b841b5,N/A,-78.94114877487623,36.001056110506845,8.46681022644043,0.0,8.46681022644043
05bc6854-e0f6-45f6-8a55-489bed69027d,N/A,-78.94163031080352,35.99965424376504,7.833739280700684,0.0,7.833739280700684
